arm,model_tier,model,effort,difficulty,prompt_id,temp,rep,prompt_tokens,completion_tokens,reasoning_tokens,content_tokens,wall_s,tps,finish_reason,truncated,budget_msg_seen,ts
main,Q6,Qwen38-27B-balanced,off,easy,1,0.0,0,26,5,0,4,1.31,3.82,stop,False,False,18:29:09
main,Q6,Qwen38-27B-balanced,off,easy,5,0.0,0,30,5,0,4,1.49,3.36,stop,False,False,18:29:10
main,Q6,Qwen38-27B-balanced,off,easy,2,0.0,0,31,103,0,102,3.95,26.05,stop,False,False,18:29:13
main,Q6,Qwen38-27B-balanced,off,easy,6,0.0,0,34,202,0,201,9.59,21.07,stop,False,False,18:29:19
main,Q6,Qwen38-27B-balanced,off,easy,3,0.0,0,27,4,0,3,7.0,0.57,stop,False,False,18:29:20
main,Q6,Qwen38-27B-balanced,off,easy,7,0.0,0,29,4,0,3,1.23,3.26,stop,False,False,18:29:21
main,Q6,Qwen38-27B-balanced,off,easy,4,0.0,0,22,3,0,2,1.02,2.95,stop,False,False,18:29:21
main,Q6,Qwen38-27B-balanced,off,medium,0,0.0,0,34,374,0,373,10.76,34.76,stop,False,False,18:29:31
main,Q6,Qwen38-27B-balanced,off,easy,5,0.0,0,30,5,0,4,10.93,0.46,stop,False,False,18:29:32
main,Q6,Qwen38-27B-balanced,off,medium,1,0.0,0,47,528,0,527,15.61,33.83,stop,False,False,18:29:47
main,Q6,Qwen38-27B-balanced,off,easy,6,0.0,0,34,297,0,296,23.56,12.6,stop,False,False,18:29:55
main,Q6,Qwen38-27B-balanced,off,medium,2,0.0,0,33,248,0,247,20.57,12.06,stop,False,False,18:30:08
main,Q6,Qwen38-27B-balanced,off,easy,7,0.0,0,29,4,0,3,12.45,0.32,stop,False,False,18:30:08
main,Q6,Qwen38-27B-balanced,off,medium,3,0.0,0,40,357,0,356,17.6,20.28,stop,False,False,18:30:25
main,Q6,Qwen38-27B-balanced,off,medium,0,0.0,0,34,341,0,340,26.92,12.67,stop,False,False,18:30:35
main,Q6,Qwen38-27B-balanced,off,medium,4,0.0,0,33,220,0,219,16.1,13.67,stop,False,False,18:30:41
main,Q6,Qwen38-27B-balanced,off,medium,1,0.0,0,47,544,0,543,21.82,24.93,stop,False,False,18:30:57
main,Q6,Qwen38-27B-balanced,off,medium,5,0.0,0,44,437,0,436,28.31,15.44,stop,False,False,18:31:10
main,Q6,Qwen38-27B-balanced,off,medium,2,0.0,0,33,458,0,457,26.06,17.57,stop,False,False,18:31:23
main,Q6,Qwen38-27B-balanced,off,medium,6,0.0,0,26,589,0,588,29.36,20.06,stop,False,False,18:31:39
main,Q6,Qwen38-27B-balanced,off,medium,3,0.0,0,40,349,0,348,27.88,12.52,stop,False,False,18:31:51
main,Q6,Qwen38-27B-balanced,off,medium,7,0.0,0,40,704,0,703,33.41,21.07,stop,False,False,18:32:12
main,Q6,Qwen38-27B-balanced,off,medium,4,0.0,0,33,207,0,206,27.77,7.45,stop,False,False,18:32:18
main,Q6,Qwen38-27B-balanced,off,hard,0,0.0,0,31,673,0,672,26.01,25.88,stop,False,False,18:32:38
main,Q6,Qwen38-27B-balanced,off,medium,5,0.0,0,44,552,0,551,35.81,15.42,stop,False,False,18:32:54
main,Q6,Qwen38-27B-balanced,off,hard,1,0.0,0,36,1547,0,1546,61.17,25.29,stop,False,False,18:33:40
main,Q6,Qwen38-27B-balanced,off,medium,6,0.0,0,26,591,0,590,61.95,9.54,stop,False,False,18:33:56
main,Q6,Qwen38-27B-balanced,off,hard,2,0.0,0,28,436,0,435,30.04,14.51,stop,False,False,18:34:10
main,Q6,Qwen38-27B-balanced,off,medium,7,0.0,0,40,869,0,868,43.48,19.99,stop,False,False,18:34:40
main,Q6,Qwen38-27B-balanced,off,hard,3,0.0,0,37,647,0,646,47.95,13.49,stop,False,False,18:34:58
main,Q6,Qwen38-27B-balanced,off,hard,0,0.0,0,31,558,0,557,35.66,15.65,stop,False,False,18:35:15
main,Q6,Qwen38-27B-balanced,off,hard,4,0.0,0,39,790,0,789,42.75,18.48,stop,False,False,18:35:40
main,Q6,Qwen38-27B-balanced,off,hard,1,0.0,0,36,1409,0,1408,65.97,21.36,stop,False,False,18:36:21
main,Q6,Qwen38-27B-balanced,off,hard,5,0.0,0,31,1350,0,1349,80.18,16.84,stop,False,False,18:37:00
main,Q6,Qwen38-27B-balanced,off,hard,2,0.0,0,28,509,0,508,53.0,9.6,stop,False,False,18:37:14
main,Q6,Qwen38-27B-balanced,off,hard,6,0.0,0,41,970,0,969,41.5,23.37,stop,False,False,18:37:42
main,Q6,Qwen38-27B-balanced,off,hard,3,0.0,0,37,549,0,548,46.19,11.88,stop,False,False,18:38:01
main,Q6,Qwen38-27B-balanced,off,hard,7,0.0,0,30,1089,0,1088,50.53,21.55,stop,False,False,18:38:32
main,Q6,Qwen38-27B-balanced,off,hard,4,0.0,0,39,822,0,821,54.99,14.95,stop,False,False,18:38:55
main,Q6,Qwen38-27B-balanced,low,easy,0,0.0,0,56,42,36,3,27.8,1.51,stop,False,False,18:39:01
main,Q6,Qwen38-27B-balanced,off,hard,5,0.0,0,31,400,0,399,17.29,23.13,stop,False,False,18:39:13
main,Q6,Qwen38-27B-balanced,low,easy,1,0.0,0,54,121,113,5,15.95,7.59,stop,False,False,18:39:17
main,Q6,Qwen38-27B-balanced,off,hard,6,0.0,0,41,736,0,735,24.16,30.47,stop,False,False,18:39:37
main,Q6,Qwen38-27B-balanced,low,easy,2,0.0,0,59,91,55,33,23.73,3.83,stop,False,False,18:39:40
main,Q6,Qwen38-27B-balanced,off,hard,7,0.0,0,30,882,0,881,29.0,30.41,stop,False,False,18:40:06
main,Q6,Qwen38-27B-balanced,low,easy,3,0.0,0,55,36,30,3,27.35,1.32,stop,False,False,18:40:08
main,Q6,Qwen38-27B-balanced,low,easy,0,0.0,0,56,63,57,3,4.02,15.67,stop,False,False,18:40:10
main,Q6,Qwen38-27B-balanced,low,easy,4,0.0,0,50,29,24,2,3.47,8.37,stop,False,False,18:40:11
main,Q6,Qwen38-27B-balanced,low,easy,1,0.0,0,54,92,84,5,4.78,19.23,stop,False,False,18:40:15
main,Q6,Qwen38-27B-balanced,low,easy,5,0.0,0,58,60,53,4,5.76,10.42,stop,False,False,18:40:17
main,Q6,Qwen38-27B-balanced,low,easy,2,0.0,0,59,91,55,33,5.38,16.92,stop,False,False,18:40:20
main,Q6,Qwen38-27B-balanced,low,easy,6,0.0,0,62,147,79,65,7.66,19.19,stop,False,False,18:40:25
main,Q6,Qwen38-27B-balanced,low,easy,3,0.0,0,55,36,30,3,5.87,6.13,stop,False,False,18:40:26
main,Q6,Qwen38-27B-balanced,low,easy,7,0.0,0,57,48,42,3,3.07,15.65,stop,False,False,18:40:28
main,Q6,Qwen38-27B-balanced,low,easy,4,0.0,0,50,29,24,2,2.9,10.0,stop,False,False,18:40:29
main,Q6,Qwen38-27B-balanced,low,medium,0,0.0,0,62,228,103,122,8.18,27.87,stop,False,False,18:40:36
main,Q6,Qwen38-27B-balanced,low,easy,5,0.0,0,58,57,50,4,9.01,6.33,stop,False,False,18:40:38
main,Q6,Qwen38-27B-balanced,low,medium,1,0.0,0,75,467,247,217,16.4,28.47,stop,False,False,18:40:52
main,Q6,Qwen38-27B-balanced,low,easy,6,0.0,0,62,147,79,65,18.88,7.79,stop,False,False,18:40:57
main,Q6,Qwen38-27B-balanced,low,medium,2,0.0,0,61,296,196,97,15.08,19.63,stop,False,False,18:41:08
main,Q6,Qwen38-27B-balanced,low,easy,7,0.0,0,57,48,42,3,12.26,3.92,stop,False,False,18:41:09
main,Q6,Qwen38-27B-balanced,low,medium,3,0.0,0,68,258,133,122,8.89,29.01,stop,False,False,18:41:16
main,Q6,Qwen38-27B-balanced,low,medium,0,0.0,0,62,228,103,122,14.43,15.81,stop,False,False,18:41:24
main,Q6,Qwen38-27B-balanced,low,medium,4,0.0,0,61,155,75,77,12.17,12.74,stop,False,False,18:41:29
main,Q6,Qwen38-27B-balanced,low,medium,1,0.0,0,75,467,247,217,19.31,24.18,stop,False,False,18:41:43
main,Q6,Qwen38-27B-balanced,low,medium,5,0.0,0,72,461,245,213,28.91,15.95,stop,False,False,18:41:58
main,Q6,Qwen38-27B-balanced,low,medium,2,0.0,0,61,335,192,140,26.29,12.74,stop,False,False,18:42:09
main,Q6,Qwen38-27B-balanced,low,medium,6,0.0,0,54,496,257,236,25.5,19.45,stop,False,False,18:42:23
main,Q6,Qwen38-27B-balanced,low,medium,3,0.0,0,68,258,133,122,21.54,11.98,stop,False,False,18:42:31
main,Q6,Qwen38-27B-balanced,low,medium,7,0.0,0,68,748,394,351,30.28,24.71,stop,False,False,18:42:53
main,Q6,Qwen38-27B-balanced,low,medium,4,0.0,0,61,155,75,77,27.49,5.64,stop,False,False,18:42:58
main,Q6,Qwen38-27B-balanced,low,hard,0,0.0,0,59,883,613,267,30.08,29.35,stop,False,False,18:43:23
main,Q6,Qwen38-27B-balanced,low,medium,5,0.0,0,72,455,237,215,39.64,11.48,stop,False,False,18:43:38
main,Q6,Qwen38-27B-balanced,low,hard,1,0.0,0,64,1214,762,449,48.75,24.91,stop,False,False,18:44:12
main,Q6,Qwen38-27B-balanced,low,medium,6,0.0,0,54,496,257,236,48.46,10.24,stop,False,False,18:44:26
main,Q6,Qwen38-27B-balanced,low,hard,2,0.0,0,56,676,347,326,32.93,20.53,stop,False,False,18:44:45
main,Q6,Qwen38-27B-balanced,low,medium,7,0.0,0,68,765,408,354,41.97,18.23,stop,False,False,18:45:08
main,Q6,Qwen38-27B-balanced,low,hard,3,0.0,0,65,314,175,136,32.27,9.73,stop,False,False,18:45:17
main,Q6,Qwen38-27B-balanced,low,hard,0,0.0,0,59,729,470,256,31.57,23.09,stop,False,False,18:45:40
main,Q6,Qwen38-27B-balanced,low,hard,4,0.0,0,67,612,429,180,40.86,14.98,stop,False,False,18:45:58
main,Q6,Qwen38-27B-balanced,low,hard,1,0.0,0,64,1113,813,297,51.31,21.69,stop,False,False,18:46:31
main,Q6,Qwen38-27B-balanced,low,hard,5,0.0,0,59,511,285,223,49.27,10.37,stop,False,False,18:46:48
main,Q6,Qwen38-27B-balanced,low,hard,2,0.0,0,56,546,231,312,31.24,17.48,stop,False,False,18:47:03
main,Q6,Qwen38-27B-balanced,low,hard,6,0.0,0,69,571,283,285,31.14,18.34,stop,False,False,18:47:19
main,Q6,Qwen38-27B-balanced,low,hard,3,0.0,0,65,345,202,140,26.48,13.03,stop,False,False,18:47:29
main,Q6,Qwen38-27B-balanced,low,hard,7,0.0,0,58,440,283,154,23.29,18.9,stop,False,False,18:47:42
main,Q6,Qwen38-27B-balanced,low,hard,4,0.0,0,67,612,429,180,31.6,19.37,stop,False,False,18:48:01
main,Q6,Qwen38-27B-balanced,medium,easy,0,0.0,0,26,80,74,3,21.5,3.72,stop,False,False,18:48:04
main,Q6,Qwen38-27B-balanced,low,hard,5,0.0,0,59,700,501,196,25.75,27.18,stop,False,False,18:48:26
main,Q6,Qwen38-27B-balanced,medium,easy,1,0.0,0,24,91,83,5,26.23,3.47,stop,False,False,18:48:30
main,Q6,Qwen38-27B-balanced,low,hard,6,0.0,0,69,784,477,304,25.69,30.52,stop,False,False,18:48:52
main,Q6,Qwen38-27B-balanced,medium,easy,2,0.0,0,29,112,69,40,25.86,4.33,stop,False,False,18:48:56
main,Q6,Qwen38-27B-balanced,low,hard,7,0.0,0,58,457,300,154,17.23,26.52,stop,False,False,18:49:09
main,Q6,Qwen38-27B-balanced,medium,easy,3,0.0,0,25,35,29,3,15.1,2.32,stop,False,False,18:49:11
main,Q6,Qwen38-27B-balanced,medium,easy,0,0.0,0,26,65,59,3,3.56,18.28,stop,False,False,18:49:13
main,Q6,Qwen38-27B-balanced,medium,easy,4,0.0,0,20,23,18,2,3.2,7.2,stop,False,False,18:49:14
main,Q6,Qwen38-27B-balanced,medium,easy,1,0.0,0,24,60,53,4,4.0,14.98,stop,False,False,18:49:17
main,Q6,Qwen38-27B-balanced,medium,easy,5,0.0,0,28,40,33,4,4.67,8.57,stop,False,False,18:49:19
main,Q6,Qwen38-27B-balanced,medium,easy,2,0.0,0,29,105,69,33,5.17,20.29,stop,False,False,18:49:22
main,Q6,Qwen38-27B-balanced,medium,easy,6,0.0,0,32,234,83,148,9.79,23.91,stop,False,False,18:49:28
main,Q6,Qwen38-27B-balanced,medium,easy,3,0.0,0,25,35,29,3,7.63,4.59,stop,False,False,18:49:30
main,Q6,Qwen38-27B-balanced,medium,easy,7,0.0,0,27,33,27,3,2.68,12.34,stop,False,False,18:49:31
main,Q6,Qwen38-27B-balanced,medium,easy,4,0.0,0,20,23,18,2,2.34,9.84,stop,False,False,18:49:32
main,Q6,Qwen38-27B-balanced,medium,medium,0,0.0,0,32,242,90,149,7.8,31.03,stop,False,False,18:49:39
main,Q6,Qwen38-27B-balanced,medium,easy,5,0.0,0,28,40,33,4,8.46,4.73,stop,False,False,18:49:41
main,Q6,Qwen38-27B-balanced,medium,medium,1,0.0,0,45,596,326,267,19.1,31.21,stop,False,False,18:49:58
main,Q6,Qwen38-27B-balanced,medium,easy,6,0.0,0,32,214,63,148,23.91,8.95,stop,False,False,18:50:04
main,Q6,Qwen38-27B-balanced,medium,medium,2,0.0,0,31,456,353,100,22.61,20.17,stop,False,False,18:50:21
main,Q6,Qwen38-27B-balanced,medium,easy,7,0.0,0,27,48,42,3,17.97,2.67,stop,False,False,18:50:22
main,Q6,Qwen38-27B-balanced,medium,medium,3,0.0,0,38,244,133,108,9.15,26.66,stop,False,False,18:50:30
main,Q6,Qwen38-27B-balanced,medium,medium,0,0.0,0,32,155,88,64,12.45,12.45,stop,False,False,18:50:35
main,Q6,Qwen38-27B-balanced,medium,medium,4,0.0,0,31,145,100,42,9.77,14.84,stop,False,False,18:50:40
main,Q6,Qwen38-27B-balanced,medium,medium,1,0.0,0,45,589,326,260,21.8,27.02,stop,False,False,18:50:57
main,Q6,Qwen38-27B-balanced,medium,medium,5,0.0,0,42,455,243,209,31.56,14.42,stop,False,False,18:51:11
main,Q6,Qwen38-27B-balanced,medium,medium,2,0.0,0,31,425,324,98,30.49,13.94,stop,False,False,18:51:27
main,Q6,Qwen38-27B-balanced,medium,medium,6,0.0,0,24,526,281,242,30.65,17.16,stop,False,False,18:51:42
main,Q6,Qwen38-27B-balanced,medium,medium,3,0.0,0,38,304,133,168,24.36,12.48,stop,False,False,18:51:52
main,Q6,Qwen38-27B-balanced,medium,medium,7,0.0,0,38,467,276,188,24.1,19.38,stop,False,False,18:52:06
main,Q6,Qwen38-27B-balanced,medium,medium,4,0.0,0,31,139,78,58,18.62,7.47,stop,False,False,18:52:10
main,Q6,Qwen38-27B-balanced,medium,hard,0,0.0,0,29,1447,903,541,43.96,32.91,stop,False,False,18:52:50
main,Q6,Qwen38-27B-balanced,medium,medium,5,0.0,0,42,456,243,210,54.07,8.43,stop,False,False,18:53:04
main,Q6,Qwen38-27B-balanced,medium,hard,1,0.0,0,34,1075,708,364,46.6,23.07,stop,False,False,18:53:37
main,Q6,Qwen38-27B-balanced,medium,medium,6,0.0,0,24,481,235,243,44.92,10.71,stop,False,False,18:53:49
main,Q6,Qwen38-27B-balanced,medium,hard,2,0.0,0,26,619,227,389,31.0,19.97,stop,False,False,18:54:08
main,Q6,Qwen38-27B-balanced,medium,medium,7,0.0,0,38,483,270,210,33.5,14.42,stop,False,False,18:54:23
main,Q6,Qwen38-27B-balanced,medium,hard,3,0.0,0,35,357,189,165,25.51,14.0,stop,False,False,18:54:33
main,Q6,Qwen38-27B-balanced,medium,hard,0,0.0,0,29,983,637,343,38.08,25.82,stop,False,False,18:55:01
main,Q6,Qwen38-27B-balanced,medium,hard,4,0.0,0,37,706,526,177,48.45,14.57,stop,False,False,18:55:22
main,Q6,Qwen38-27B-balanced,medium,hard,1,0.0,0,34,985,647,335,49.28,19.99,stop,False,False,18:55:50
main,Q6,Qwen38-27B-balanced,medium,hard,5,0.0,0,29,1300,964,333,70.68,18.39,stop,False,False,18:56:32
main,Q6,Qwen38-27B-balanced,medium,hard,2,0.0,0,26,619,227,389,60.3,10.27,stop,False,False,18:56:50
main,Q6,Qwen38-27B-balanced,medium,hard,6,0.0,0,39,752,468,281,39.13,19.22,stop,False,False,18:57:11
main,Q6,Qwen38-27B-balanced,medium,hard,3,0.0,0,35,375,214,158,31.62,11.86,stop,False,False,18:57:22
main,Q6,Qwen38-27B-balanced,medium,hard,7,0.0,0,28,877,565,309,37.36,23.47,stop,False,False,18:57:49
main,Q6,Qwen38-27B-balanced,medium,hard,4,0.0,0,37,743,457,283,49.8,14.92,stop,False,False,18:58:12
main,Q6,Qwen38-27B-balanced,xhigh,easy,0,0.0,0,68,46,40,3,25.51,1.8,stop,False,False,18:58:14
main,Q6,Qwen38-27B-balanced,medium,hard,5,0.0,0,29,593,432,158,21.65,27.39,stop,False,False,18:58:33
main,Q6,Qwen38-27B-balanced,xhigh,easy,1,0.0,0,66,365,349,13,32.89,11.1,stop,False,False,18:58:47
main,Q6,Qwen38-27B-balanced,medium,hard,6,0.0,0,39,419,361,55,27.16,15.43,stop,False,False,18:59:01
main,Q6,Qwen38-27B-balanced,xhigh,easy,2,0.0,0,71,44,32,9,15.92,2.76,stop,False,False,18:59:03
main,Q6,Qwen38-27B-balanced,medium,hard,7,0.0,0,28,394,348,43,16.98,23.21,stop,False,False,18:59:18
main,Q6,Qwen38-27B-balanced,xhigh,easy,3,0.0,0,67,40,34,3,16.2,2.47,stop,False,False,18:59:19
main,Q6,Qwen38-27B-balanced,xhigh,easy,0,0.0,0,68,35,29,3,3.12,11.22,stop,False,False,18:59:21
main,Q6,Qwen38-27B-balanced,xhigh,easy,4,0.0,0,62,33,28,2,2.96,11.14,stop,False,False,18:59:22
main,Q6,Qwen38-27B-balanced,xhigh,easy,1,0.0,0,66,696,680,13,27.65,25.17,stop,False,False,18:59:48
main,Q6,Qwen38-27B-balanced,xhigh,easy,5,0.0,0,70,50,43,4,28.32,1.77,stop,False,False,18:59:51
main,Q6,Qwen38-27B-balanced,xhigh,easy,2,0.0,0,71,44,32,9,4.28,10.27,stop,False,False,18:59:53
main,Q6,Qwen38-27B-balanced,xhigh,easy,6,0.0,0,74,81,45,33,4.78,16.93,stop,False,False,18:59:55
main,Q6,Qwen38-27B-balanced,xhigh,easy,3,0.0,0,67,40,34,3,4.06,9.86,stop,False,False,18:59:57
main,Q6,Qwen38-27B-balanced,xhigh,easy,7,0.0,0,69,44,38,3,3.05,14.42,stop,False,False,18:59:58
main,Q6,Qwen38-27B-balanced,xhigh,easy,4,0.0,0,62,33,28,2,2.89,11.43,stop,False,False,19:00:00
main,Q6,Qwen38-27B-balanced,xhigh,medium,0,0.0,0,74,160,57,100,6.18,25.89,stop,False,False,19:00:05
main,Q6,Qwen38-27B-balanced,xhigh,easy,5,0.0,0,70,50,43,4,6.83,7.32,stop,False,False,19:00:07
main,Q6,Qwen38-27B-balanced,xhigh,medium,1,0.0,0,87,295,194,98,11.66,25.29,stop,False,False,19:00:16
main,Q6,Qwen38-27B-balanced,xhigh,easy,6,0.0,0,74,81,45,33,12.17,6.66,stop,False,False,19:00:19
main,Q6,Qwen38-27B-balanced,xhigh,medium,2,0.0,0,73,272,176,93,13.41,20.28,stop,False,False,19:00:30
main,Q6,Qwen38-27B-balanced,xhigh,easy,7,0.0,0,69,44,38,3,12.42,3.54,stop,False,False,19:00:31
main,Q6,Qwen38-27B-balanced,xhigh,medium,3,0.0,0,80,201,122,76,8.53,23.58,stop,False,False,19:00:38
main,Q6,Qwen38-27B-balanced,xhigh,medium,0,0.0,0,74,160,57,100,11.82,13.54,stop,False,False,19:00:43
main,Q6,Qwen38-27B-balanced,xhigh,medium,4,0.0,0,73,93,57,33,7.82,11.89,stop,False,False,19:00:46
main,Q6,Qwen38-27B-balanced,xhigh,medium,1,0.0,0,87,295,194,98,12.9,22.88,stop,False,False,19:00:56
main,Q6,Qwen38-27B-balanced,xhigh,medium,5,0.0,0,84,346,228,115,21.78,15.88,stop,False,False,19:01:08
main,Q6,Qwen38-27B-balanced,xhigh,medium,2,0.0,0,73,623,528,92,38.17,16.32,stop,False,False,19:01:34
main,Q6,Qwen38-27B-balanced,xhigh,medium,6,0.0,0,66,161,145,13,31.76,5.07,stop,False,False,19:01:40
main,Q6,Qwen38-27B-balanced,xhigh,medium,3,0.0,0,80,201,122,76,12.73,15.79,stop,False,False,19:01:47
main,Q6,Qwen38-27B-balanced,xhigh,medium,7,0.0,0,80,314,183,128,17.85,17.59,stop,False,False,19:01:57
main,Q6,Qwen38-27B-balanced,xhigh,medium,4,0.0,0,73,135,60,72,14.85,9.09,stop,False,False,19:02:02
main,Q6,Qwen38-27B-balanced,xhigh,hard,0,0.0,0,71,812,498,311,30.05,27.02,stop,False,False,19:02:28
main,Q6,Qwen38-27B-balanced,xhigh,medium,5,0.0,0,84,322,221,98,38.3,8.41,stop,False,False,19:02:40
main,Q6,Qwen38-27B-balanced,xhigh,hard,1,0.0,0,76,564,401,160,32.81,17.19,stop,False,False,19:03:00
main,Q6,Qwen38-27B-balanced,xhigh,medium,6,0.0,0,66,161,145,13,25.62,6.29,stop,False,False,19:03:06
main,Q6,Qwen38-27B-balanced,xhigh,hard,2,0.0,0,68,373,172,198,15.75,23.68,stop,False,False,19:03:16
main,Q6,Qwen38-27B-balanced,xhigh,medium,7,0.0,0,80,314,183,128,21.31,14.74,stop,False,False,19:03:27
main,Q6,Qwen38-27B-balanced,xhigh,hard,3,0.0,0,77,196,105,88,16.8,11.67,stop,False,False,19:03:33
main,Q6,Qwen38-27B-balanced,xhigh,hard,0,0.0,0,71,778,510,265,30.82,25.25,stop,False,False,19:03:58
main,Q6,Qwen38-27B-balanced,xhigh,hard,4,0.0,0,79,545,344,198,41.48,13.14,stop,False,False,19:04:14
main,Q6,Qwen38-27B-balanced,xhigh,hard,1,0.0,0,76,556,393,160,36.8,15.11,stop,False,False,19:04:35
main,Q6,Qwen38-27B-balanced,xhigh,hard,5,0.0,0,71,2335,2206,126,98.64,23.67,stop,False,False,19:05:53
main,Q6,Qwen38-27B-balanced,xhigh,hard,2,0.0,0,68,373,172,198,89.13,4.18,stop,False,False,19:06:04
main,Q6,Qwen38-27B-balanced,xhigh,hard,6,0.0,0,81,450,392,55,25.07,17.95,stop,False,False,19:06:18
main,Q6,Qwen38-27B-balanced,xhigh,hard,3,0.0,0,77,195,104,88,20.52,9.51,stop,False,False,19:06:24
main,Q6,Qwen38-27B-balanced,xhigh,hard,7,0.0,0,70,509,298,208,22.7,22.42,stop,False,False,19:06:41
main,Q6,Qwen38-27B-balanced,xhigh,hard,4,0.0,0,79,545,344,198,33.44,16.3,stop,False,False,19:06:58
main,Q6,Qwen38-27B-balanced,xhigh,hard,5,0.0,0,71,994,878,113,34.69,28.66,stop,False,False,19:07:32
main,Q6,Qwen38-27B-balanced,xhigh,hard,6,0.0,0,81,450,392,55,14.6,30.82,stop,False,False,19:07:47
main,Q6,Qwen38-27B-balanced,xhigh,hard,7,0.0,0,70,509,298,208,16.46,30.93,stop,False,False,19:08:03
